id,title,address,town,state,postcode,country,lat,lon,operator,status,num_connectors,connector_types,date_added
461433,E.On Public Charging Station (DC+AC).,Kaufland.,Hustopeče u Brna.,Jihomoravský kraj.,,CZ,48.951557563117746,16.72668050184143,E.ON (CZ),Operational,2,Type 2 (Socket Only)|CCS (Type 2),2025-09-24 08:54:00+00:00
461432,Opet Babaeski Wat Mobilite,Avrupa Otoyolu 39202 Babaeski Kırklareli Türkiye,,,39100,TR,41.52442363327942,27.08308134529342,WAT Mobilite,Operational,1,CCS (Type 2),2025-09-24 08:44:00+00:00
461431,E.On Public Charging Station (8xAC).,Olympia Brno.,Brno.,Jihomoravský kraj.,,CZ,49.13993218590241,16.632484659496754,E.ON (CZ),Operational,1,Type 2 (Tethered Connector) ,2025-09-24 08:34:00+00:00
461430,Public Charging Station ČEZ(AC+DC).,Between Židenice Railroad Station & Kaufland.,Brno.,Jihomoravský kraj.,,CZ,49.20201936935314,16.63589293495238,ČEZ,Operational,3,CCS (Type 2)|CHAdeMO|Type 2 (Socket Only),2025-09-24 08:13:00+00:00
461429,Ayunt. Manzanilla,manzanilla,Manzanilla,,,ES,37.3878897575276,-6.429554379865749,Endesa,Operational,1,Type 2 (Socket Only),2025-09-24 06:27:00+00:00
461428,Верхние Татышлы,Ленина 49,Верхние Татышлы,Башкирия,452830,RU,56.287645016484845,55.85733590240898,Sitronics Electro (RU),Operational,3,CCS (Type 2)|GB-T DC - GB/T 20234.3|CHAdeMO,2025-09-23 21:47:00+00:00
461426,Marktplatzgarage,Aeulestrasse 70,Vaduz,,9490,LI,47.13816294907957,9.521369691511268,LKW - Liechtensteiner Kraftwerke (LI),Operational,3,CCS (Type 2)|Type 2 (Tethered Connector) |CHAdeMO,2025-09-23 17:01:00+00:00
461425,Ayunt. Almonaster la Real,Almonaster la Real,Almonaster la Real,,,ES,37.8734686115465,-6.784694821259677,Endesa,Operational,1,Type 2 (Socket Only),2025-09-23 13:03:00+00:00
461424,Ayunt. Cortegana,Cortegana,Cortegana,,,ES,37.910677790964314,-6.820267744913963,Endesa,Operational,1,Type 2 (Socket Only),2025-09-23 13:02:00+00:00
461423,Ayunt. Aroche,Aroche,Aroche,,,ES,37.94450202408521,-6.952721166509946,Endesa,Operational,1,Type 2 (Socket Only),2025-09-23 13:01:00+00:00
461422,Repsol Puebla de Don Rodrigo,Puebla de Don Rodrigo,Puebla de Don Rodrigo,,,ES,39.083433229883866,-4.616207926948164,Repsol - Ibil (ES),Operational,3,CCS (Type 2)|CHAdeMO|Type 2 (Tethered Connector) ,2025-09-23 12:56:00+00:00
461421,Ayunt. Santa Eufemia,Santa Eufemia,Santa Eufemia,,,ES,38.59501041266648,-4.9034106364781564,Endesa,Not Operational,1,Type 2 (Socket Only),2025-09-23 12:52:00+00:00
461420,Ayunt. Torrecampo,Torrecampo,Torrecampo,,,ES,38.47486748493057,-4.679138755302574,eTecnic,Operational,1,Type 2 (Socket Only),2025-09-23 12:50:00+00:00
461419,Mercadona Zafra,Zafra,Zafra,,,ES,38.431588918856335,-6.416579291443895,Mercadona,Operational,1,Type 2 (Socket Only),2025-09-23 11:33:00+00:00
461418,Cepsa Villafranca de los Barrios, Villafranca de los Barrios, Villafranca de los Barrios,,,ES,38.560021409393215,-6.349963126165449,CEPSA (ES),Operational,1,CCS (Type 2),2025-09-23 11:23:00+00:00
461417,Ayunt. Aceuchal,Aceuchal,Aceuchal,,,ES,38.64288109139687,-6.4847235575172135,(Unknown Operator),Operational,1,Type 2 (Socket Only),2025-09-23 11:17:00+00:00
461416,Зарядна станція постійного струму Перон,Смілянське шосе 8км,Черкаси,Черкаська область,18000,UA,49.38450430317258,31.99069954025481,(Unknown Operator),Operational,3,CCS (Type 2)|GB-T DC - GB/T 20234.3|CHAdeMO,2025-09-23 10:45:00+00:00
461415,Plenitude ,Viale Timavo 14,Reggio nell'Emilia,RE,,IT,44.697653,10.624071,Be Charge (Italy),Operational,1,Type 2 (Socket Only),2025-09-23 09:19:00+00:00
461414,Parking Edificio VITALY,Badajoz,Badajoz,,,ES,38.88816418911705,-6.999545897867506,Electromaps,Operational,1,Type 2 (Socket Only),2025-09-22 18:37:00+00:00
461413,Mercadona Huerta Rosales,Badajoz,Badajoz,,,ES,38.86049169697998,-6.987358964533314,Mercadona,Operational,1,Type 2 (Socket Only),2025-09-22 18:33:00+00:00
461410,Apartamentos Ahoy,Campello,Campello,,,ES,38.427591495037774,-0.39222346501222205,Electromaps,Operational,1,Type 2 (Socket Only),2025-09-22 16:18:00+00:00
461409,Tesla Cybertruck Charge Station,46JQ+MXC - 12th St - Al Quoz - Al Quoz Industrial Area 2 - Dubai - ОАЭ,Dubai,Dubai,00000,AE,25.13148207148032,55.24010994868058,(Unknown Operator),Operational,1,Unknown,2025-09-22 14:58:00+00:00
461408,Basic Fit,Mérida,Mérida,,,ES,38.90754623590229,-6.35943721124039,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-09-22 14:29:00+00:00
461405,Parking Cervantes Mérida,Mérida,Mérida,,,ES,38.919450918805126,-6.342967185668044,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-09-22 14:14:00+00:00
461385,Ayunt. Villanueva De La Serena,Villanueva De La Serena,Villanueva De La Serena,,,ES,38.974833386845035,-5.7967499058441945,(Unknown Operator),Operational,1,Type 2 (Socket Only),2025-09-22 13:05:00+00:00
461384,Ayunt. Medellín,Medellín,Medellín,,,ES,38.961428953465344,-5.957475141786574,(Unknown Operator),Operational,1,Type 2 (Socket Only),2025-09-22 13:00:00+00:00
461383,აღმაშენებელი 2,დავით აღმაშენებლის ხეივანი,თბილისი,,,GE,41.81131661686166,44.77228991131642,Da-Tene (GE),Operational,4,CCS (Type 2)|GB-T DC - GB/T 20234.3|CCS (Type 2)|GB-T DC - GB/T 20234.3,2025-09-22 12:55:00+00:00
461382,აგროჰაბი,"მარშალ გელოვანის გამზირი, 22",თბილისი,,,GE,41.74829327876395,44.769267957711236,Da-Tene (GE),Operational,2,CCS (Type 2)|GB-T DC - GB/T 20234.3,2025-09-22 12:53:00+00:00
461381,ტოტალ 100,"უნივერსიტეტის ქუჩა, 6",თბილისი,,,GE,41.718348477776885,44.73830555311622,Da-Tene (GE),Operational,2,CCS (Type 2)|GB-T DC - GB/T 20234.3,2025-09-22 12:50:00+00:00
461380,წყნეთი,26 მაისის I ჩიხი,თბილისი,,,GE,41.69592085539446,44.69829180348188,Da-Tene (GE),Operational,2,CCS (Type 2)|GB-T DC - GB/T 20234.3,2025-09-22 12:48:00+00:00
461379,Hotel Rest. Finca La Desa,Miajadas,Miajads,,,ES,39.14075629166979,-5.931582377452941,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-09-22 12:48:00+00:00
461378,სამგორი მოლი,"მოსკოვის გამზირი, 2",თბილისი,,,GE,41.685558988305104,44.85413937777537,Da-Tene (GE),Operational,4,CCS (Type 2)|GB-T DC - GB/T 20234.3|Unknown|GB-T DC - GB/T 20234.3,2025-09-22 12:46:00+00:00
461377,თელავი ქონექთი,"ვახტანგ სეხნიაშვილის ქუჩა, 1დ",თელავი,,,GE,41.92911460576536,45.473814937570296,Da-Tene (GE),Operational,2,CCS (Type 2)|GB-T DC - GB/T 20234.3,2025-09-22 12:40:00+00:00
461376,Torrecillas De La Tiesa,Torrecillas De La Tiesa,Torrecillas De La Tiesa,,,ES,39.564251510698,-5.740554639769954,Iberdrola | BP Pulse (ES),Operational,1,CCS (Type 2),2025-09-22 12:38:00+00:00
461375,ბუნებრივი აირი,შ69 ყვარელი-მუკუზანი,ყვარელი,,,GE,41.92510988888827,45.824793806541265,Da-Tene (GE),Operational,2,CCS (Type 2)|GB-T DC - GB/T 20234.3,2025-09-22 12:38:00+00:00
461374,რუსთავის ავთო ბაზრობა,ს4 თბილისი-წითელი ხიდი,რუსთავი,,,GE,41.56619208118349,44.95231731375566,Da-Tene (GE),Operational,2,CCS (Type 2)|GB-T DC - GB/T 20234.3,2025-09-22 12:35:00+00:00
461373,Zestaponi Highway,ს1 თბილისი-სენაკი-ლესელიძე,,,,GE,42.16751015714067,42.93910387946414,Da-Tene (GE),Operational,2,CCS (Type 2)|GB-T DC - GB/T 20234.3,2025-09-22 12:32:00+00:00
461372,West Point Kutaisi,"ჟიული შარტავას ქუჩა, 2",ქუთაისი,,,GE,42.26269885414291,42.66915044082714,Da-Tene (GE),Operational,2,CCS (Type 2)|GB-T DC - GB/T 20234.3,2025-09-22 12:26:00+00:00
461371,წყალტუბო,შოთა რუსთაველის ქუჩა,წყალტუბო,,,GE,42.32625504707718,42.60133183803987,Da-Tene (GE),Operational,1,Type 2 (Socket Only),2025-09-22 12:24:00+00:00
461370,Miller Hill Super One,5401 Burning Tree Road,Duluth,MN,55811,US,46.80974806656974,-92.17022785298505,ZEF Energy,Operational,2,Type 1 (J1772)|CCS (Type 1),2025-09-22 03:01:00+00:00
461368,"კლინიკა ""ხარება""","შოთა რუსთაველის ქუჩა, 26",სამტრედია,,,GE,42.16223674393504,42.34329554553199,Da-Tene (GE),Operational,1,Type 2 (Tethered Connector) ,2025-09-21 12:11:00+00:00
461367,ახალი ბაზარი,მიხეილ თამარაშვილის ქუჩა,ახალციხე,,,GE,41.64443327893525,42.988824270664736,Da-Tene (GE),Operational,2,GB-T DC - GB/T 20234.3|CCS (Type 2),2025-09-21 12:06:00+00:00
461366,ფრიდონ ხალვაშის ტოტალ 100,Meskheti Street,Batumi,Autonomous Republic of Adjara,6000,GE,41.62177569740493,41.61600339716347,Da-Tene (GE),Operational,2,GB-T DC - GB/T 20234.3|CCS (Type 2),2025-09-21 11:57:00+00:00
461365,ბათუმი ტოტალ 100,პეტრე ბაგრატიონის ქუჩა,ბათუმი ,,,GE,41.637753687321634,41.64794206954184,Da-Tene (GE),Operational,2,CCS (Type 2)|GB-T DC - GB/T 20234.3,2025-09-21 11:48:00+00:00
461364,Saburtalo Tsintsadze ,"სულხან ცინცაძის ქუჩა, 37",თბილისი,,,GE,41.72206392324085,44.76796952543191,Green Charge Georgia (GE),Operational,1,Type 2 (Tethered Connector) ,2025-09-21 11:38:00+00:00
461363,Vake Plaza,"ილია ჭავჭავაძის გამზირი, 72ა",თბილისი,,,GE,41.711151863532365,44.75541056673012,Green Charge Georgia (GE),Operational,1,Type 1 (J1772),2025-09-21 11:35:00+00:00
461362,Rose Revolution Sq,პირველი რესპუბლიკის მოედანი,თბილისი,,,GE,41.703326502003705,44.792249111273804,Green Charge Georgia (GE),Operational,2,CCS (Type 2)|CHAdeMO,2025-09-21 11:32:00+00:00
461361,Rustavi Mall,"ნიკო ლომოურის ქუჩა, 7ა",რუსთავი,,,GE,41.5625787996658,44.97754252499544,Green Charge Georgia (GE),Operational,2,CCS (Type 2)|CHAdeMO,2025-09-21 11:28:00+00:00
461360,Parking Estación Renfe Orense,Orense,Orense,,,ES,42.332743187741556,-7.861370433862021,Repsol - Ibil (ES),Planned For Future Date,1,Type 2 (Socket Only),2025-09-21 11:25:00+00:00
461359,Aldi Ourense,Ourense,Ourense,,,ES,42.35592862095288,-7.8913128559225925,ALDI SÜD (DE),Operational,1,Type 2 (Socket Only),2025-09-21 11:23:00+00:00
461358,Balpersa,Orense,Orense,,,ES,42.35532940548268,-7.905460664344787,Iberdrola | BP Pulse (ES),Operational,3,CCS (Type 2)|CHAdeMO|Type 2 (Tethered Connector) ,2025-09-21 11:22:00+00:00
461357,Casa Rural Restaurante Pazo da Escola,Gondomar,Gondomar,,,ES,42.10797868146159,-8.773326501972292,(Business Owner at Location),Operational,1,CEE 7/4 - Schuko - Type F,2025-09-21 11:18:00+00:00
461356,PARKIA - La Palma Puerto Baiona (Wenea),Bayona,Bayona,,,ES,42.12139567711327,-8.850117437534209,Wenea,Operational,1,Type 2 (Socket Only),2025-09-21 11:15:00+00:00
461355,Camping O Muiño,Oya,Oya,,,ES,42.06397078618539,-8.891671755841571,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-09-21 11:14:00+00:00
461354,Hotel Alfonso I,Tui,Tui,,,ES,42.082155126061195,-8.62560699502319,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-09-21 11:12:00+00:00
461353,Parador de Tui,Tui,Tui,,,ES,42.04061989480155,-8.646201432864927,ChargeGuru,Operational,1,Type 2 (Tethered Connector) ,2025-09-21 11:11:00+00:00
461352,Goian,Goian,Goian,,,ES,41.94777043158095,-8.771441152228476,Iberdrola | BP Pulse (ES),Planned For Future Date,3,CCS (Type 2)|CHAdeMO|Type 2 (Tethered Connector) ,2025-09-21 11:09:00+00:00
461351,Hotel Novo Muiño,O Muíño,O Muíño,,,ES,41.875349445934916,-8.869746044093745,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-09-21 11:06:00+00:00
461350,Aparthotel Marouco,Marauco,Marauco,,,ES,41.912438530652736,-8.863286837742294,(Business Owner at Location),Operational,1,Type 2 (Tethered Connector) ,2025-09-21 11:04:00+00:00
461349,Panalen Vilavidal,Vilavidal,Vilavidal,,,ES,42.19074148190967,-8.050286071356368,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-09-21 11:02:00+00:00
461348,Eroski Maceda,Maceda,Maceda,,,ES,42.26580141232921,-7.650324756390205,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-09-21 10:58:00+00:00
461347,Hotel Casa das Capelas,Villamarín,Villamarín,,,ES,42.46469369149679,-7.890489447403297,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-09-21 10:56:00+00:00
461346,Mercadona Ponteareas,Ponteareas,Ponteareas,,,ES,42.17116216099927,-8.501164325762716,Mercadona,Operational,1,Type 2 (Socket Only),2025-09-21 10:53:00+00:00
461345,Plenergy Porriño II,Porriño,Porriño,,,ES,42.15735914626643,-8.619611198433518,Plenoil (ES),Planned For Future Date,1,CCS (Type 2),2025-09-21 10:51:00+00:00
461344,Casa da Cachada,Gándara,Gándara,,,ES,42.20043904918606,-8.602061074641483,(Business Owner at Location),Operational,1,Type 2 (Tethered Connector) ,2025-09-21 10:49:00+00:00
461343,Jule - Coppa's King City,1700 King Road,King City,ON,L7B 0N1,CA,43.93547,-79.50669,Jule,Operational,4,CCS (Type 1)|CCS (Type 1)|NACS / Tesla Supercharger|NACS / Tesla Supercharger,2025-09-21 09:55:00+00:00
461341,Plenoil Vigo V,Vigo,Vigo,,,ES,42.21600242474943,-8.727101383816489,Plenoil (ES),Planned For Future Date,1,CCS (Type 2),2025-09-21 06:22:00+00:00
461340,Eroski Center Portanet,Vigo,Vigo,,,ES,42.210755079671486,-8.733532480144618,Digavel (ES),Operational,1,Type 2 (Socket Only),2025-09-21 06:21:00+00:00
461339,Petropix Vigo,Vigo,Vigo,,,ES,42.22437254320806,-8.738156698077091,EDP,Planned For Future Date,1,CCS (Type 2),2025-09-21 06:18:00+00:00
461338,Aparcamiento Islas Cies (Wenea),Vigo,Vigo,,,ES,42.23742842795801,-8.729384216861831,Wenea,Operational,1,Type 2 (Socket Only),2025-09-21 06:16:00+00:00
461337,Parking Policarpo Sanz,Vigo,Vigo,,,ES,42.2375146534589,-8.722948459563554,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-09-21 06:13:00+00:00
461336,Centro Comercial Travesia,Vigo,Vigo,,,ES,42.243308978099094,-8.695666071941673,(Business Owner at Location),Operational,1,CEE 7/4 - Schuko - Type F,2025-09-21 06:09:00+00:00
461335,Tesla Supercharger Coolac ,477 Coolac Road ,Coolac ,NSW ,2727,AU,-34.92406429306022,148.16582371947493,Tesla (including non-tesla),Operational,1,CCS (Type 2),2025-09-21 02:45:00+00:00
461334,Eletroposto SA,"Av. Tonico Rezende, 80",Uberlândia,Minas Gerais,38414-676,BR,-18.946927233108493,-48.35017812358971,(Unknown Operator),Operational,3,CCS (Type 2)|CCS (Type 2)|Type 2 (Socket Only),2025-09-21 00:09:00+00:00
461333,Ponto de Apoio - Pacaembu,Av. Sete de Setembro 989,Uberlândia,Minas Gerais,38401-568,BR,-18.881192219177397,-48.2946744888536,(Unknown Operator),Operational,1,CCS (Type 2),2025-09-21 00:06:00+00:00
461332,[40kW] OTM Energia Solar,"Al. Ecológica, 3356",Uberlândia,Minas Gerais,38406-580,BR,-18.87211112381052,-48.23501434310124,(Unknown Operator),Operational,1,CCS (Type 2),2025-09-21 00:03:00+00:00
461331,[40kW] Village96,"Rua Rafael Marino Neto, 96",Uberlândia,Minas Gerais,38411-186,BR,-18.94463642007932,-48.27276140476615,(Unknown Operator),Operational,1,CCS (Type 2),2025-09-21 00:01:00+00:00
461330,[40kW] Village96,"Rua Rafael Marino Neto, 96",Uberlândia,Minas Gerais,38411-186,BR,-18.94463642007932,-48.27276140476615,(Unknown Operator),Operational,1,CCS (Type 2),2025-09-21 00:01:00+00:00
461329,[80kW] Hotel Dan Inn,"Av. Filomena Cartafina, 152",Uberaba,Minas Gerais,38040-450,BR,-19.78108646380895,-47.94528582750764,(Unknown Operator),Operational,2,CCS (Type 2)|Type 2 (Tethered Connector) ,2025-09-20 23:58:00+00:00
461328,[40kW] Churrascaria Zebu,"Av. Tonico dos Santos, 668",Uberaba,Minas Gerais,38040-000,BR,-19.778124428911326,-47.945086947240696,(Unknown Operator),Operational,1,CCS (Type 2),2025-09-20 23:54:00+00:00
461327,[40kW] Posto Lammar Rota 050,"Rua Tocantins, 1091",Cristalina,Goiás,73850-000,BR,-16.769097682327185,-47.61737095218921,(Unknown Operator),Operational,2,CCS (Type 2)|Type 2 (Tethered Connector) ,2025-09-20 23:52:00+00:00
461326,[80kW] Pátio Vinhedos,"Av. dos VInhedos, 50",Uberlândia,Minas Gerais,,BR,-18.952581934903833,-48.269558419084035,(Unknown Operator),Operational,1,CCS (Type 2),2025-09-20 23:44:00+00:00
461325,Plenergy Redondela,cesantes,Redondela,,,ES,42.293907225636644,-8.605914347995622,Plenoil (ES),Planned For Future Date,1,CCS (Type 2),2025-09-20 21:06:00+00:00
461324,Castelo De Soutomaior,Sotomayor,Sotomayor,,,ES,42.330346333975626,-8.568034955516367,Digavel (ES),Operational,1,Type 2 (Socket Only),2025-09-20 21:00:00+00:00
461323,Hotel Rest. Doade,Hïo,Hío,,,ES,42.27331579699691,-8.830968636693854,(Business Owner at Location),Operational,1,Type 2 (Socket Only),2025-09-20 20:46:00+00:00
461322,Parking RENFE Pontevedra,Pontevedra,Pontevedra,,,ES,42.42112050463342,-8.63620013590372,Repsol - Ibil (ES),Planned For Future Date,1,Type 2 (Socket Only),2025-09-20 20:24:00+00:00
461321,Parking Centro Principe Felipe,Pontevedra,Pontevedra,,,ES,42.42501560009987,-8.614820513594566,(Business Owner at Location),Planned For Future Date,1,Type 2 (Socket Only),2025-09-20 20:16:00+00:00
461320,Aparthotel Almar,Pontes,Pontes,,,ES,42.41093730453554,-8.862601781045242,(Business Owner at Location),Operational,1,CEE 7/4 - Schuko - Type F,2025-09-20 20:08:00+00:00
461319,Vilanova De Arousa,vilanova,Vilanova,,,ES,42.563348594798754,-8.829546969504833,Iberdrola | BP Pulse (ES),Planned For Future Date,1,CCS (Type 2),2025-09-20 14:35:00+00:00
461318,Meaño,meaño,meaño,,,ES,42.44907325367632,-8.815827967754444,Iberdrola | BP Pulse (ES),Planned For Future Date,1,CCS (Type 2),2025-09-20 14:25:00+00:00
461317,Isla De Arousa,arousa,Arousa,,,ES,42.563560151659374,-8.874484378224139,Iberdrola | BP Pulse (ES),Planned For Future Date,1,CCS (Type 2),2025-09-20 14:19:00+00:00
461316,O Grove. Castelao,o Grove,O Grove,,,ES,42.490115227700954,-8.858266815981523,Iberdrola | BP Pulse (ES),Planned For Future Date,1,CCS (Type 2),2025-09-20 14:09:00+00:00
461315,O Grove. Beiramar,o Grove,O Grove,,,ES,42.49606040613733,-8.864693633738455,Iberdrola | BP Pulse (ES),Planned For Future Date,1,CCS (Type 2),2025-09-20 14:04:00+00:00
461314,Parking Fexdegea,Vilgarcia,vilagarcia,,,ES,42.5913874811892,-8.764503344679468,Iberdrola | BP Pulse (ES),Planned For Future Date,1,CCS (Type 2),2025-09-20 13:58:00+00:00
461313,Hotel Rural El Abuelo Arcos,Arcos,Arcos,,,ES,42.50830397720671,-8.700828839431978,(Business Owner at Location),Operational,1,CEE 7/4 - Schuko - Type F,2025-09-20 13:14:00+00:00
461312,Apartamentos A Solaina Da Bouza,aldea Bouza,Aldea Bouza,,,ES,42.52894656037449,-8.768123605845204,(Business Owner at Location),Operational,1,CEE 7/4 - Schuko - Type F,2025-09-20 13:11:00+00:00
461311,GL Charge Solkan,Soška cesta,Solkan,Goriška,500p,SI,45.9749262,13.6485181,Easypark,Operational,1,Type 2 (Tethered Connector) ,2025-09-20 12:34:00+00:00
461309,Park + Charge - Loblaws Midland Ave,1048 Midland Avenue,Kingston,ON,K7P 2X9,CA,44.26051,-76.57206,Jule,Planned For Future Date,2,CCS (Type 1)|NACS / Tesla Supercharger,2025-09-20 11:51:00+00:00
461307,Fas Mart,12160 Olive Rd,Grand Haven,MI,49417,US,42.98939747596751,-86.19357963610348,Red E Charge,Operational,1,CCS (Type 1),2025-09-20 11:34:00+00:00
461306,Park + Charge - Zehrs Bayfield,472 Bayfield Street,Barrie,ON,L4M 5A2,CA,44.41247,-79.71196,Jule,Operational,2,CCS (Type 1)|NACS / Tesla Supercharger,2025-09-20 11:30:00+00:00
